pass	rejected	ivar_queue_not_array_evidence
pass	rejected	lifted_block_nested_capture
pass	rejected	literal_string_markers
pass	rejected	loop_return_frame_pop
pass	rejected	monitor_reentrant
pass	rejected	mutable_str_alias_uaf
pass	rejected	mutex_handoff_race
pass	rejected	mutex_synchronize_block
pass	rejected	mutex_synchronize_ensure
pass	rejected	mutex_synchronize_poly
pass	rejected	mutex_uncontended_paths
pass	rejected	native_object_protocol
pass	rejected	nested_fiber_body_ensure
pass	rejected	nested_thread_body_self
pass	rejected	net.net_http_client
pass	rejected	net.net_http_timeouts
pass	rejected	nil_collection_methods_raise
pass	rejected	numeric_coerce_protocol
pass	rejected	openssl.openssl_cipher_gcm_threads
pass	rejected	poly_channel_root_survives_other_workers_gc
pass	rejected	poly_dispatch_recv_gc_root
pass	rejected	poly_each_receiver_gc_root
pass	rejected	poly_poly_hash_merge_dup_hook
pass	rejected	poly_poly_hash_rehash_hook
pass	rejected	poly_string_surface
pass	rejected	poly_thread_join_timeout
pass	rejected	pool_recycle_parallel_sweep
pass	rejected	proc_arg_channel_released
pass	rejected	proc_call_blk_gc_root
pass	rejected	proc_cell_capture_marked
pass	rejected	proc_compose_gc
pass	rejected	proc_concurrent_call_poly_ret
pass	rejected	queue_ivar_pop_nb
pass	rejected	queue_local_basic
pass	rejected	queue_local_pop_nb
pass	rejected	queue_pop_arg_truthy
pass	rejected	queue_pop_false_blocks
pass	rejected	read_nonblock_eof_nil
pass	rejected	report_on_exception_surface
pass	rejected	respond_to_core_class_and_module
pass	rejected	securerandom.securerandom_threads
pass	rejected	socket_binary_write
pass	rejected	socket_handle_kind
pass	rejected	socket_readpartial_idle_thread_gc
pass	rejected	socket_readpartial_then_write
pass	rejected	socket_tcp_thread
pass	rejected	socket_udp_unix_options
pass	rejected	sp_crypto_threads
pass	rejected	std_stream_singleton_gc
pass	rejected	stdlib_class_in_ivar
pass	rejected	string_new_accumulator_thread
pass	rejected	string_plus_heap_gc
pass	rejected	string_split_inline_arg_gc_root
pass	rejected	stringio.stringio_poly_object
pass	rejected	strscan.string_scanner_poly_object
pass	rejected	struct_member_arg_rooted
pass	rejected	struct_string_member_gc_root
pass	rejected	thread_alloc_heavy_workers
pass	rejected	thread_alloc_scaling
pass	rejected	thread_basic
pass	rejected	thread_block_param_array_index
pass	rejected	thread_boxed_alive_status
pass	rejected	thread_captures_value_struct
pass	rejected	thread_concurrent_alloc
pass	rejected	thread_condvar
pass	rejected	thread_ensure_inside_block
pass	rejected	thread_exit_does_not_wait_for_blocked
pass	rejected	thread_file_gets
pass	rejected	thread_handle_scoped_and_inspect
pass	rejected	thread_io_wake_storm
pass	rejected	thread_join_timeout
pass	rejected	thread_join_timeout_nil
pass	rejected	thread_join_timeout_returns_early
pass	rejected	thread_kill_poly_receiver
pass	rejected	thread_kill_raise
pass	rejected	thread_list
pass	rejected	thread_local
pass	rejected	thread_mutex
pass	rejected	thread_name
pass	rejected	thread_new_args
pass	rejected	thread_new_args_rooted_across_fiber_alloc
pass	rejected	thread_new_value
pass	rejected	thread_pass_fairness
pass	rejected	thread_pipe_read_parks
pass	rejected	thread_pipe_slurp_parks
pass	rejected	thread_poly_join_answers_thread
pass	rejected	thread_preempt
pass	rejected	thread_queue
pass	rejected	thread_raise_main
pass	rejected	thread_regexp_shared_pattern
pass	rejected	thread_sized_queue
pass	rejected	thread_tls_survives_gc
pass	rejected	thread_value_hash_tail
pass	rejected	thread_value_through_container
pass	rejected	thread_yield_handle_and_ensure
pass	rejected	value_obj_boxing_clamp
pass	rejected	waitpid_thread_drains_pipe
pass	rejected	yield_beside_block_param_value
pass	rejected	yield_inside_thread_body
